Freq,Ephi,IWavePhi,IWaveTheta,OutgoingPower,IngoingPower,X,Y,Z,Ex_real,Ey_real,Ez_real,Ex_imag,Ey_imag,Ez_imag
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,-1.0000000000000003e-05,3.7484403367737065e-21,-1.49692612378702e-21,-1.3668386804473093e-20,1.1095454378230066e-21,-1.331053717957401e-20,-5.691587678525096e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,-9.000000000000002e-06,3.1232345296320626e-21,-1.087303524023082e-21,-1.2846284399209858e-20,1.3683358599026358e-22,-1.3495299598575633e-20,-4.940955304159439e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,-8.000000000000001e-06,2.5536646721491546e-21,-7.354431436780953e-22,-1.2021673862169609e-20,-8.206420828380537e-22,-1.3667089359946832e-20,-4.1957658850747774e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,-7.000000000000001e-06,2.039730764324981e-21,-4.413449827520581e-22,-1.1194555193352337e-20,-1.7628815686619494e-21,-1.382590646368761e-20,-3.4560194212711044e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,-6.0000000000000035e-06,1.5814328061595297e-21,-2.0500904124496163e-22,-1.0364928392758032e-20,-2.6898848714814234e-21,-1.397175090979796e-20,-2.7217159127484164e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,-5.000000000000003e-06,1.1787707976528156e-21,-2.643531915681741e-23,-9.53279346038671e-21,-3.601651991296475e-21,-1.410462269827789e-20,-1.9928553595067193e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,-4.000000000000002e-06,8.3174473880482885e-22,9.437618351238166e-23,-8.698150396238358e-21,-4.498182928107108e-21,-1.4224521829127394e-20,-1.2694377615460067e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,-3.0000000000000018e-06,5.4035462961557e-22,1.5742546676263503e-22,-7.860999200312973e-21,-5.379477681913325e-21,-1.4331448302346472e-20,-5.514631188662782e-22
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,-2.000000000000001e-06,3.046004700850451e-22,1.6271253059394025e-22,-7.021339872610574e-21,-6.2455362527151134e-21,-1.4425402117935132e-20,1.6106856853245601e-22
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,-1.0000000000000006e-06,1.2448226021325227e-22,1.102373750062966e-22,-6.1791724131311525e-21,-7.096358640512481e-21,-1.4506383275893368e-20,8.681573006502025e-22
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,-3.3881317890172014e-21,1.8473872803497276e-34,-2.8884260795951183e-34,-5.3344968218747e-21,-7.931944845305428e-21,-1.4574391776221172e-20,1.5698030774869616e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,9.999999999999972e-07,-6.884631055414712e-23,-1.6799959442582747e-22,-4.487313098841225e-21,-8.752294867093959e-21,-1.4629427618918566e-20,2.266005899042736e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,1.999999999999998e-06,-8.205667144975234e-23,-3.9376140827030838e-22,-3.6376212440307235e-21,-9.557408705878063e-21,-1.4671490803985525e-20,2.9567657653175192e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,2.9999999999999984e-06,-3.963108268662231e-23,-6.772854415337427e-22,-2.7854212574431955e-21,-1.0347286361657757e-20,-1.470058133142207e-20,3.64208267631132e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,3.999999999999999e-06,5.843045573523563e-23,-1.01857169421612e-21,-1.930713139078645e-21,-1.1121927834433021e-20,-1.4716699201228187e-20,4.32195663202413e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,4.999999999999996e-06,2.121279438158227e-22,-1.4176201663174431e-21,-1.07349688893707e-21,-1.1881333124203863e-20,-1.4719844413403878e-20,4.996387632455949e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,6e-06,4.2146138155514267e-22,-1.8744308578377165e-21,-2.1377250701846794e-22,-1.2625502230970293e-20,-1.4710016967949152e-20,5.665375677606786e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,6.999999999999997e-06,6.864307689531901e-22,-2.389003768776933e-21,6.484600066771585e-22,-1.3354435154732291e-20,-1.4687216864863992e-20,6.32892076747663e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,7.999999999999995e-06,1.0070361060099685e-21,-2.9613388991350954e-21,1.513200652149805e-21,-1.406813189548987e-20,-1.4651444104148415e-20,6.987022902065486e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,8.999999999999999e-06,1.383277392725481e-21,-3.591436248912212e-21,2.3804494293994876e-21,-1.4766592453243035e-20,-1.4602698685802414e-20,7.63968208137336e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,9.999999999999996e-06,1.8151546290997195e-21,-4.279295818108269e-21,3.2502063384261855e-21,-1.544981682799177e-20,-1.4540980609825987e-20,8.286898305400241e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,1.1e-05,2.302667815132692e-21,-5.0249176067232766e-21,4.122471379229914e-21,-1.611780501973609e-20,-1.446628987621914e-20,8.928671574146137e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,1.1999999999999997e-05,2.8458169508243912e-21,-5.8283016147572265e-21,4.997244551810661e-21,-1.6770557028475985e-20,-1.4378626484981866e-20,9.56500188761104e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,1.2999999999999994e-05,3.444602036174821e-21,-6.6894478422101245e-21,5.874525856168434e-21,-1.740807285421146e-20,-1.427799043611417e-20,1.0195889245794958e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,1.3999999999999998e-05,4.099023071183989e-21,-7.60835628908198e-21,6.754315292303241e-21,-1.8030352496942523e-20,-1.4164381729616054e-20,1.0821333648697895e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,1.4999999999999995e-05,4.809080055851879e-21,-8.585026955372769e-21,7.636612860215063e-21,-1.863739595666915e-20,-1.4037800365487508e-20,1.1441335096319834e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,1.6e-05,5.574772990178506e-21,-9.619459841082514e-21,8.521418559903917e-21,-1.9229203233391368e-20,-1.389824634372854e-20,1.2055893588660794e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,1.6999999999999996e-05,6.396101874163857e-21,-1.07116549462112e-20,9.408732391369788e-21,-1.980577432710916e-20,-1.3745719664339154e-20,1.266500912572076e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,1.7999999999999994e-05,7.273066707807944e-21,-1.186161227075884e-20,1.0298554354612693e-20,-2.036710923782254e-20,-1.358022032731935e-20,1.3268681707499745e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,1.8999999999999998e-05,8.205667491110761e-21,-1.3069331814725425e-20,1.119088444963262e-20,-2.0913207965531484e-20,-1.3401748332669102e-20,1.3866911333997735e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,1.9999999999999995e-05,9.193904224072303e-21,-1.4334813578110953e-20,1.2085722676429568e-20,-2.1444070510236015e-20,-1.3210303680388445e-20,1.445969800521474e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,2.1e-05,1.0237776906692583e-20,-1.5658057560915432e-20,1.2983069035003545e-20,-2.1959696871936124e-20,-1.3005886370477356e-20,1.5047041721150757e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,2.1999999999999996e-05,1.1337285538971587e-20,-1.703906376313885e-20,1.3882923525354542e-20,-2.2460087050631808e-20,-1.2788496402935847e-20,1.5628942481805785e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,2.3e-05,1.249243012090933e-20,-1.847783218478123e-20,1.4785286147482576e-20,-2.2945241046323082e-20,-1.2558133777763917e-20,1.620540028717983e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,2.3999999999999997e-05,1.37032106525058e-20,-1.997436282584255e-20,1.5690156901387626e-20,-2.341515885900993e-20,-1.2314798494961567e-20,1.6776415137272884e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.005,2.4999999999999994e-05,1.496962713376096e-20,-2.1528655686322785e-20,1.6597535787069702e-20,-2.386984048869243e-20,-1.2058490554528863e-20,1.7341987032084983e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-2.5e-05,2.1811780534671247e-18,8.488519880930581e-19,8.342841793160978e-24,3.0490406458393013e-21,-1.316338932578122e-22,4.5045322750462844e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-2.4e-05,2.180217345315192e-18,8.475812735552166e-19,8.835918169212019e-22,2.894965503068061e-21,-6.982030366768493e-22,4.826034174636082e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-2.3e-05,2.179297569885643e-18,8.463696090679543e-19,1.744060212607518e-21,2.7505042673761652e-21,-1.2500512421941397e-21,5.161139494239609e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-2.2e-05,2.178418727178676e-18,8.452169946313478e-19,2.5897480288529416e-21,2.6156569387640642e-21,-1.787178509810277e-21,5.509848233858225e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-2.1000000000000002e-05,2.177580817194291e-18,8.441234302453974e-19,3.420655265657469e-21,2.4904235172317583e-21,-2.3095848395252593e-21,5.872160393491928e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-2e-05,2.1767838399324867e-18,8.430889159101028e-19,4.236781923021105e-21,2.374804002779246e-21,-2.817270231339088e-21,6.248075973140719e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-1.9e-05,2.176027795393266e-18,8.421134516254642e-19,5.038128000943845e-21,2.2687983954065327e-21,-3.31023468525176e-21,6.637594972804606e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-1.8e-05,2.1753126835766262e-18,8.411970373914817e-19,5.8246934994257006e-21,2.172406695113612e-21,-3.788478201263288e-21,7.040717392483582e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-1.7e-05,2.1746385044825673e-18,8.403396732081543e-19,6.596478418466663e-21,2.0856289019004846e-21,-4.252000779373657e-21,7.457443232177645e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-1.6000000000000003e-05,2.174005258111091e-18,8.395413590754834e-19,7.353482758066728e-21,2.0084650157671547e-21,-4.700802419582872e-21,7.8877724918868e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-1.5000000000000002e-05,2.1734129444621964e-18,8.388020949934684e-19,8.095706518225901e-21,1.94091503671362e-21,-5.134883121890934e-21,8.33170517161104e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-1.4000000000000001e-05,2.1728615635358828e-18,8.381218809621089e-19,8.823149698944181e-21,1.8829789647398774e-21,-5.554242886297841e-21,8.789241271350368e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-1.3000000000000001e-05,2.172351115332152e-18,8.375007169814061e-19,9.535812300221576e-21,1.8346567998459326e-21,-5.958881712803601e-21,9.260380791104798e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-1.2000000000000002e-05,2.171881599851002e-18,8.369386030513585e-19,1.0233694322058076e-20,1.7959485420317818e-21,-6.348799601408205e-21,9.745123730874308e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-1.1000000000000001e-05,2.1714530170924355e-18,8.364355391719676e-19,1.0916795764453685e-20,1.766854191297428e-21,-6.723996552111658e-21,1.024347009065892e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-1.0000000000000003e-05,2.1710653670564485e-18,8.359915253432315e-19,1.1585116627408397e-20,1.7473737476428666e-21,-7.084472564913951e-21,1.0755419870458606e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-9.000000000000002e-06,2.170718649743045e-18,8.356065615651521e-19,1.2238656910922217e-20,1.737507211068101e-21,-7.430227639815095e-21,1.1280973070273389e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-8.000000000000001e-06,2.170412865152223e-18,8.352806478377288e-19,1.2877416614995154e-20,1.7372545815731313e-21,-7.761261776815089e-21,1.1820129690103271e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-7.000000000000001e-06,2.1701480132839826e-18,8.35013784160961e-19,1.3501395739627192e-20,1.7466158591579566e-21,-8.077574975913928e-21,1.2372889729948231e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-6.0000000000000035e-06,2.169924094138323e-18,8.348059705348487e-19,1.4110594284818332e-20,1.7655910438225747e-21,-8.379167237111608e-21,1.293925318980828e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-5.000000000000003e-06,2.169741107715245e-18,8.346572069593927e-19,1.4705012250568588e-20,1.7941801355669905e-21,-8.666038560408142e-21,1.3519220069683424e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-4.000000000000002e-06,2.16959905401475e-18,8.345674934345927e-19,1.5284649636877953e-20,1.8323831343912004e-21,-8.938188945803521e-21,1.4112790369573655e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-3.0000000000000018e-06,2.1694979330368357e-18,8.345368299604484e-19,1.5849506443746424e-20,1.8802000402952032e-21,-9.195618393297745e-21,1.471996408947898e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-2.000000000000001e-06,2.1694377447815043e-18,8.345652165369605e-19,1.6399582671174002e-20,1.9376308532790033e-21,-9.438326902890818e-21,1.5340741229399398e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-1.0000000000000006e-06,2.169418489248754e-18,8.34652653164128e-19,1.693487831916069e-20,2.004675573342599e-21,-9.666314474582739e-21,1.59751217893349e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,-3.3881317890172014e-21,2.1694401664385853e-18,8.347991398419514e-19,1.745539338770648e-20,2.0813342004859883e-21,-9.879581108373502e-21,1.6623105769285484e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,9.999999999999972e-07,2.1695027763509985e-18,8.350046765704309e-19,1.7961127876811383e-20,2.167606734709175e-21,-1.0078126804263115e-20,1.728469316925117e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,1.999999999999998e-06,2.1696063189859925e-18,8.352692633495658e-19,1.845208178647539e-20,2.2634931760121527e-21,-1.0261951562251572e-20,1.795988398923194e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,2.9999999999999984e-06,2.1697507943435697e-18,8.355929001793573e-19,1.8928255116698507e-20,2.368993524394928e-21,-1.0431055382338878e-20,1.8648678229227807e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,3.999999999999999e-06,2.1699362024237286e-18,8.359755870598045e-19,1.9389647867480734e-20,2.484107779857498e-21,-1.0585438264525032e-20,1.9351075889238756e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,4.999999999999996e-06,2.1701625432264684e-18,8.364173239909076e-19,1.9836260038822063e-20,2.608835942399861e-21,-1.072510020881003e-20,2.00670769692648e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,6e-06,2.17042981675179e-18,8.369181109726664e-19,2.0268091630722503e-20,2.7431780120220223e-21,-1.0850041215193878e-20,2.0796681469305932e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,6.999999999999997e-06,2.1707380229996933e-18,8.374779480050811e-19,2.0685142643182055e-20,2.887133988723978e-21,-1.0960261283676571e-20,2.1539889389362154e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,7.999999999999995e-06,2.171087161970179e-18,8.380968350881519e-19,2.108741307620071e-20,3.0407038725057267e-21,-1.1055760414258108e-20,2.2296700729433465e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,8.999999999999999e-06,2.1714772336632452e-18,8.387747722218781e-19,2.1474902929778472e-20,3.203887663367273e-21,-1.1136538606938494e-20,2.3067115489519863e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,9.999999999999996e-06,2.1719082380788944e-18,8.395117594062609e-19,2.1847612203915343e-20,3.3766853613086125e-21,-1.1202595861717728e-20,2.3851133669621352e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,1.1e-05,2.1723801752171257e-18,8.403077966412995e-19,2.2205540898611322e-20,3.559096966329747e-21,-1.1253932178595808e-20,2.4648755269737933e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,1.1999999999999997e-05,2.1723263993913215e-18,8.410558902369265e-19,2.156661795309636e-20,3.464118696828953e-21,-1.0724576374699114e-20,2.4188148975158973e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,1.2999999999999994e-05,2.1715685310110035e-18,8.4163693829402e-19,1.9615835426558024e-20,3.0000985369812303e-21,-9.42712016069338e-21,2.2031766460535063e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,1.3999999999999998e-05,2.170866298580344e-18,8.421602241316945e-19,1.7667561031796697e-20,2.5513145601379237e-21,-8.116691289057213e-21,1.9869940990630144e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,1.4999999999999995e-05,2.1702197020993434e-18,8.426257477499497e-19,1.57217947688124e-20,2.117766766299039e-21,-6.793289759790626e-21,1.7702672565444244e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,1.6e-05,2.1696287415680027e-18,8.430335091487867e-19,1.3778536637605123e-20,1.6994551554645738e-21,-5.456915572893611e-21,1.5529961184977353e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,1.6999999999999996e-05,2.1690934169863196e-18,8.433835083282041e-19,1.1837786638174882e-20,1.2963797276345323e-21,-4.107568728366179e-21,1.3351806849229484e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,1.7999999999999994e-05,2.1686137283542935e-18,8.436757452882023e-19,9.899544770521667e-21,9.085404828089158e-22,-2.7452492262083254e-21,1.116820955820063e-20
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,1.8999999999999998e-05,2.168189675671928e-18,8.439102200287818e-19,7.963811034645461e-21,5.359374209877149e-22,-1.3699570664200376e-21,8.97916931189077e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,1.9999999999999995e-05,2.167821258939222e-18,8.440869325499429e-19,6.030585430546296e-21,1.7857054217093257e-22,1.830775099866395e-23,6.784686110299936e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,2.1e-05,2.1675084781561722e-18,8.442058828516842e-19,4.099867958224141e-21,-1.6356015364142367e-22,1.4195452260477996e-21,4.584759953428103e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,2.1999999999999996e-05,2.1672513333227825e-18,8.442670709340069e-19,2.1716586176790248e-21,-4.9045466644936e-22,2.8337553587273476e-21,2.379390841275295e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,2.3e-05,2.1670498244390533e-18,8.4427049679691105e-19,2.459574089109172e-22,-8.021129962528818e-22,4.260938149037331e-21,1.6857877384148155e-22
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,2.3999999999999997e-05,2.166903951504981e-18,8.442161604403961e-19,-1.6772356680801484e-21,-1.098535143051976e-21,5.701093596977728e-21,-2.0476762488733003e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0049,2.4999999999999994e-05,2.166813714520573e-18,8.4410406186446415e-19,-3.59792061329407e-21,-1.3797211068466354e-21,7.154221702548478e-21,-4.269374226868925e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0048000000000000004,-2.5e-05,3.0180455581430363e-18,1.3071312223386855e-18,-5.120684784713346e-22,-3.1950900557075053e-21,-1.6592939642609625e-21,-2.0080161631513646e-22
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0048000000000000004,-2.4e-05,3.0190930257646693e-18,1.3072204391299889e-18,-1.4141952595641378e-21,-3.2409592584196954e-21,-2.847363494760069e-21,-9.197130859897762e-22
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0048000000000000004,-2.3e-05,3.0202287106302327e-18,1.3073504995284e-18,-2.2941020569406608e-21,-3.2857686763218623e-21,-3.865526198697758e-21,-1.5867023545452454e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0048000000000000004,-2.2e-05,3.0214526127400356e-18,1.3075214035340526e-18,-3.151788870601836e-21,-3.329518309414283e-21,-4.7137820760752956e-21,-2.20176942198204e-21
500GHz,1,0.0,0.0,6.87500943773938e-45,6.636046824471356e-10,0.0,-0.0048000000000000004,-2.1000000000000002e-05,3.0227647320940778e-18,1.3077331511469463e-18,-3.987255700547664e-21,-3.372208157696955e-21,-5.392131126892684e-21,-2.7649142883001624e-21
