Freq,Ephi,IWavePhi,IWaveTheta,OutgoingPower,IngoingPower,X,Y,Z,Ex_real,Ey_real,Ez_real,Ex_imag,Ey_imag,Ez_imag
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,9.999999999999972e-07,-6.8324176266080835e-06,-2.4749870275851105e-06,-1.503243827607882e-08,-1.0756199945500563e-08,-2.8588094246050896e-08,1.4745150260292433e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,1.999999999999998e-06,-6.8318723023804816e-06,-2.4745943733490905e-06,-1.4168146151879876e-08,-1.034621310382963e-08,-2.687578716557786e-08,1.4416999448443658e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,2.9999999999999984e-06,-6.8313971515712186e-06,-2.4742345324506773e-06,-1.3321161931464372e-08,-9.933403513013586e-09,-2.5136463082898208e-08,1.4072955645461572e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,3.999999999999999e-06,-6.830992174180292e-06,-2.473907504889871e-06,-1.2491485614832296e-08,-9.517771173052434e-09,-2.337012199801192e-08,1.3713018851346169e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,4.999999999999996e-06,-6.830657370207705e-06,-2.4736132906666717e-06,-1.1679117201983661e-08,-9.099316083946174e-09,-2.1576763910919033e-08,1.3337189066097453e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,6e-06,-6.830392739653457e-06,-2.4733518897810798e-06,-1.0884056692918459e-08,-8.678038245694808e-09,-1.9756388821619507e-08,1.2945466289715431e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,6.999999999999997e-06,-6.8301982825175504e-06,-2.473123302233097e-06,-1.0106304087636693e-08,-8.253937658298329e-09,-1.790899673011338e-08,1.2537850522200088e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,7.999999999999995e-06,-6.830073998799975e-06,-2.472927528022717e-06,-9.345859386138362e-09,-7.827014321756747e-09,-1.6034587636400627e-08,1.2114341763551438e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,8.999999999999999e-06,-6.830019888500741e-06,-2.4727645671499453e-06,-8.60272258842346e-09,-7.397268236070049e-09,-1.4133161540481232e-08,1.1674940013769468e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,9.999999999999996e-06,-6.830035951619845e-06,-2.4726344196147806e-06,-7.876893694491997e-09,-6.964699401238243e-09,-1.2204718442355241e-08,1.1219645272854184e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,1.1e-05,-6.8301221881572835e-06,-2.4725370854172215e-06,-7.168372704343965e-09,-6.52930781726133e-09,-1.0249258342022619e-08,1.074845754080559e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,1.1999999999999997e-05,-6.830278598113062e-06,-2.4724725645572702e-06,-6.477159617979376e-09,-6.091093484139313e-09,-8.266781239483389e-09,1.0261376817623685e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,1.2999999999999994e-05,-6.830505181487183e-06,-2.4724408570349267e-06,-5.803254435398221e-09,-5.650056401872183e-09,-6.257287134737538e-09,9.758403103308464e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,1.3999999999999998e-05,-6.830801938279639e-06,-2.47244196285019e-06,-5.1466571566004914e-09,-5.2061965704599404e-09,-4.220776027785046e-09,9.23953639785993e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,1.4999999999999995e-05,-6.8311688684904355e-06,-2.47247588200306e-06,-4.507367781586204e-09,-4.759513989902596e-09,-2.157247918625953e-09,8.704776701278086e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,1.6e-05,-6.831605972119571e-06,-2.4725426144935384e-06,-3.8853863103553504e-09,-4.31000866020014e-09,-6.670280726022902e-11,8.154124013562926e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,1.6999999999999996e-05,-6.832113249167039e-06,-2.4726421603216204e-06,-3.2807127429079304e-09,-3.8576805813525776e-09,2.0508593063120993e-09,7.587578334714452e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,1.7999999999999994e-05,-6.83269069963285e-06,-2.4727745194873115e-06,-2.6933470792439493e-09,-3.402529753359905e-09,4.195438422091054e-09,7.005139664732668e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,1.8999999999999998e-05,-6.8333383235169955e-06,-2.472939691990608e-06,-2.1232893193633975e-09,-2.94455617622212e-09,6.367034540076639e-09,6.406808003617562e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,1.9999999999999995e-05,-6.834056120819482e-06,-2.4731376778315126e-06,-1.5705394632662832e-09,-2.483759849939229e-09,8.565647660268833e-09,5.79258335136915e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,2.1e-05,-6.834844091540304e-06,-2.4733684770100227e-06,-1.035097510952604e-09,-2.0201407745112296e-09,1.0791277782667654e-08,5.162465707987422e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,2.1999999999999996e-05,-6.83570223567947e-06,-2.473632089526142e-06,-5.169634624223588e-10,-1.5536989499381238e-09,1.3043924907273093e-08,4.516455073472384e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,2.3e-05,-6.836630553236969e-06,-2.473928515379867e-06,-1.6137317675547993e-11,-1.0844343762199046e-09,1.532358903408516e-08,3.8545514478240275e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,2.3999999999999997e-05,-6.8376290442128055e-06,-2.474257754571198e-06,4.673809232878238e-10,-6.123470533565798e-10,1.7630270163103827e-08,3.1767548310423613e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.004300000000000001,2.4999999999999994e-05,-6.838697708606813e-06,-2.474619807100074e-06,9.335912604678615e-10,-1.374369813479335e-10,1.996396829432959e-08,2.4830652231270273e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-2.5e-05,-3.316927740362232e-06,1.1508440876735026e-06,-4.3478632456963093e-10,4.722937381597623e-10,-4.8366866311450846e-09,-1.3323296487356126e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-2.4e-05,-3.3165058761474465e-06,1.1517047257378216e-06,-1.2205299302567542e-09,1.136705029973511e-09,-5.766543098754006e-09,-1.17637136182549e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-2.3e-05,-3.316113270118498e-06,1.152554935360771e-06,-1.992528567808031e-09,1.8024231606379336e-09,-6.6829663037382395e-09,-1.0215347312374429e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-2.2e-05,-3.315749922275105e-06,1.153394716542202e-06,-2.7507822372225462e-09,2.4694481301525844e-09,-7.585956246095722e-09,-8.678197569716117e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-2.1000000000000002e-05,-3.3154158326172633e-06,1.1542240692821135e-06,-3.495290938500287e-09,3.1377799385174562e-09,-8.47551292582643e-09,-7.152264390279969e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-2e-05,-3.315111001144976e-06,1.155042993580507e-06,-4.226054671641267e-09,3.807418585732555e-09,-9.351636342930384e-09,-5.637547774065973e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-1.9e-05,-3.31483542785824e-06,1.1558514894373817e-06,-4.943073436645473e-09,4.478364071797874e-09,-1.0214326497407569e-08,-4.1340477210741445e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-1.8e-05,-3.3145891127570568e-06,1.1566495568527371e-06,-5.646347233512911e-09,5.150616396713419e-09,-1.1063583389257986e-08,-2.6417642313044744e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-1.7e-05,-3.3143720558414293e-06,1.1574371958265755e-06,-6.335876062243594e-09,5.8241755604791974e-09,-1.1899407018481662e-08,-1.1606973047569526e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-1.6000000000000003e-05,-3.3141842571113513e-06,1.1582144063588935e-06,-7.0116599228374965e-09,6.499041563095191e-09,-1.2721797385078553e-08,3.09153058568399e-10
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-1.5000000000000002e-05,-3.3140257165668273e-06,1.1589811884496936e-06,-7.67369881529464e-09,7.175214404561416e-09,-1.3530754489048701e-08,1.767786858671599e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-1.4000000000000001e-05,-3.3138964342078574e-06,1.1597375420989749e-06,-8.321992739615014e-09,7.85269408487786e-09,-1.4326278330392073e-08,3.2152040955526327e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-1.3000000000000001e-05,-3.313796410034438e-06,1.160483467306737e-06,-8.956541695798619e-09,8.531480604044532e-09,-1.510836890910868e-08,4.651404769211517e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-1.2000000000000002e-05,-3.3137256440465732e-06,1.1612189640729814e-06,-9.577345683845453e-09,9.211573962061426e-09,-1.5877026225198534e-08,6.076388879648233e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-1.1000000000000001e-05,-3.313684136244262e-06,1.1619440323977066e-06,-1.0184404703755526e-08,9.892974158928547e-09,-1.6632250278661624e-08,7.490156426862794e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-1.0000000000000003e-05,-3.313671886627504e-06,1.1626586722809133e-06,-1.0777718755528835e-08,1.0575681194645899e-08,-1.7374041069497952e-08,8.8927074108552e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-9.000000000000002e-06,-3.3136888951962963e-06,1.163362883722601e-06,-1.135728783916537e-08,1.1259695069213466e-08,-1.8102398597707512e-08,1.0284041831625442e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-8.000000000000001e-06,-3.313735161950643e-06,1.1640566667227702e-06,-1.1923111954665137e-08,1.1945015782631259e-08,-1.8817322863290314e-08,1.166415968917352e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-7.000000000000001e-06,-3.3138106868905437e-06,1.1647400212814215e-06,-1.2475191102028143e-08,1.2631643334899282e-08,-1.9518813866246355e-08,1.3033060983499445e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-6.0000000000000035e-06,-3.3139154700159955e-06,1.1654129473985529e-06,-1.301352528125437e-08,1.3319577726017517e-08,-2.020687160657562e-08,1.4390745714603207e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-5.000000000000003e-06,-3.314049511327e-06,1.1660754450741657e-06,-1.3538114492343842e-08,1.4008818955985991e-08,-2.088149608427814e-08,1.5737213882484815e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-4.000000000000002e-06,-3.3142128108235588e-06,1.1667275143082605e-06,-1.4048958735296539e-08,1.4699367024804681e-08,-2.1542687299353887e-08,1.707246548714425e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-3.0000000000000018e-06,-3.3144053685056706e-06,1.1673691551008364e-06,-1.4546058010112475e-08,1.5391221932473607e-08,-2.219044525180288e-08,1.839650052858155e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-2.000000000000001e-06,-3.314627184373336e-06,1.1680003674518942e-06,-1.502941231679164e-08,1.6084383678992748e-08,-2.282476994162511e-08,1.970931900679668e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-1.0000000000000006e-06,-3.3148782584265534e-06,1.1686211513614326e-06,-1.5499021655334044e-08,1.677885226436212e-08,-2.344566136882058e-08,2.101092092178965e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,-3.3881317890172014e-21,-3.3151585906653223e-06,1.1692315068294525e-06,-1.595488602573967e-08,1.7474627688581706e-08,-2.4053119533389268e-08,2.230130627356045e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,9.999999999999972e-07,-3.3154681810896482e-06,1.1698314338559543e-06,-1.6397005428008544e-08,1.8171709951651537e-08,-2.4647144435331222e-08,2.358047506210912e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,1.999999999999998e-06,-3.3158070296995235e-06,1.170420932440937e-06,-1.682537986214064e-08,1.887009905357158e-08,-2.5227736074646398e-08,2.4848427287435614e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,2.9999999999999984e-06,-3.316175136494952e-06,1.1710000025844003e-06,-1.7240009328135965e-08,1.9569794994341843e-08,-2.5794894451334805e-08,2.6105162949539935e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,3.999999999999999e-06,-3.3165725014759332e-06,1.1715686442863455e-06,-1.7640893825994526e-08,2.0270797773962335e-08,-2.6348619565396455e-08,2.7350682048422117e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,4.999999999999996e-06,-3.3169991246424685e-06,1.1721268575467726e-06,-1.8028033355716322e-08,2.097310739243305e-08,-2.688891141683135e-08,2.8584984584082126e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,6e-06,-3.3174550059945553e-06,1.1726746423656801e-06,-1.840142791730135e-08,2.1676723849753995e-08,-2.7415770005639474e-08,2.980807055651999e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,6.999999999999997e-06,-3.3176749231337556e-06,1.172864432481324e-06,-1.8388908267685348e-08,2.1867508350577603e-08,-2.745413360210691e-08,3.04248921090334e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,7.999999999999995e-06,-3.317279188319557e-06,1.1721955270417688e-06,-1.7448928075090397e-08,2.0787034529722888e-08,-2.6258543026585823e-08,2.9529913482198177e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,8.999999999999999e-06,-3.31692943756406e-06,1.1715332500175309e-06,-1.6505077979640527e-08,1.9705517327460975e-08,-2.4977973598679554e-08,2.857789696930803e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,9.999999999999996e-06,-3.3166256708672697e-06,1.170877601408612e-06,-1.555735798133578e-08,1.8622956743791926e-08,-2.3612425318388147e-08,2.7568842570363002e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,1.1e-05,-3.316367888229182e-06,1.1702285812150103e-06,-1.4605768080176114e-08,1.753935277871569e-08,-2.2161898185711577e-08,2.6502750285363056e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,1.1999999999999997e-05,-3.316156089649802e-06,1.169586189436728e-06,-1.365030827616157e-08,1.6454705432232296e-08,-2.062639220064987e-08,2.5379620114308242e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,1.2999999999999994e-05,-3.315990275129124e-06,1.1689504260737631e-06,-1.2690978569292125e-08,1.5369014704341745e-08,-1.9005907363203005e-08,2.4199452057198513e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,1.3999999999999998e-05,-3.3158704446671505e-06,1.1683212911261166e-06,-1.1727778959567764e-08,1.4282280595044007e-08,-1.7300443673370972e-08,2.2962246114033878e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,1.4999999999999995e-05,-3.3157965982638794e-06,1.1676987845937878e-06,-1.0760709446988512e-08,1.3194503104339114e-08,-1.551000113115379e-08,2.1668002284814355e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,1.6e-05,-3.3157687359193144e-06,1.1670829064767773e-06,-9.78977003155436e-09,1.2105682232227048e-08,-1.363457973655145e-08,2.031672056953992e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,1.6999999999999996e-05,-3.315786857633456e-06,1.1664736567750857e-06,-8.814960713265316e-09,1.1015817978707823e-08,-1.1674179489563964e-08,1.8908400968210607e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,1.7999999999999994e-05,-3.3158509634062984e-06,1.1658710354887113e-06,-7.83628149212137e-09,9.924910343781426e-09,-9.628800390191326e-09,1.7443043480826375e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,1.8999999999999998e-05,-3.315961053237848e-06,1.1652750426176558e-06,-6.853732368122525e-09,8.832959327447863e-09,-7.498442438433525e-09,1.5920648107387258e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,1.9999999999999995e-05,-3.3161171271281005e-06,1.164685678161918e-06,-5.86731334126878e-09,7.739964929707137e-09,-5.283105634290575e-09,1.4341214847893241e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,2.1e-05,-3.316319185077059e-06,1.1641029421214991e-06,-4.8770244115601335e-09,6.6459271505592365e-09,-2.9827899777624584e-09,1.2704743702344319e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,2.1999999999999996e-05,-3.3165672270847176e-06,1.1635268344963968e-06,-3.882865578996592e-09,5.550845990004173e-09,-5.974954688492057e-10,1.1011234670740493e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,2.3e-05,-3.316861253151084e-06,1.1629573552866136e-06,-2.884836843578148e-09,4.45472144804194e-09,1.8727778924492186e-09,9.260687753081772e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,2.3999999999999997e-05,-3.3172012632761554e-06,1.1623945044921493e-06,-1.8829382053048093e-09,3.357553524672547e-09,4.428030106132789e-09,7.453102949368164e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0044,2.4999999999999994e-05,-3.3175872574597577e-06,1.161838282112951e-06,-8.771696641757405e-10,2.2593422198950086e-09,7.068261172203407e-09,5.588480259597902e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-2.5e-05,1.1774487542750856e-08,2.827419955733672e-06,8.19286206462343e-10,1.5523604880742354e-09,-2.5551325244576533e-09,-3.694022783697634e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-2.4e-05,1.288164276421419e-08,2.829377625967364e-06,-2.160395035812539e-11,-7.511773808456249e-11,-1.2374223268870351e-09,-2.942108868166913e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-2.3e-05,1.3951880234778852e-08,2.8312627848857415e-06,-8.28200980990946e-10,-1.6557346822389029e-09,2.6010453906410627e-11,-2.351025334891015e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-2.2e-05,1.498519995445342e-08,2.8330754324885257e-06,-1.600504885435486e-09,-3.189490344387603e-09,1.2351658179219171e-09,-1.920772183870091e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-2.1000000000000002e-05,1.5981601923237814e-08,2.8348155687757175e-06,-2.3385156636917476e-09,-4.676384724530668e-09,2.390043765159484e-09,-1.6513494151041469e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-2e-05,1.6941086141132074e-08,2.8364831937473145e-06,-3.0422333157597337e-09,-6.116417822668105e-09,3.4906442956191232e-09,-1.5427570285931709e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-1.9e-05,1.786365260813623e-08,2.83807830740332e-06,-3.7116578416394412e-09,-7.509589638799903e-09,4.5369674093008195e-09,-1.5949950243371784e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-1.8e-05,1.8749301324250348e-08,2.839600909743731e-06,-4.3467892413308624e-09,-8.85590017292605e-09,5.5290131062045696e-09,-1.8080634023361594e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-1.7e-05,1.9598032289474246e-08,2.8410510007685485e-06,-4.9476275148340055e-09,-1.0155349425046562e-08,6.466781386330383e-09,-2.181962162590113e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-1.6000000000000003e-05,2.040984550380808e-08,2.8424285804777715e-06,-5.514172662148866e-09,-1.140793739516143e-08,7.350272249678252e-09,-2.716691305099042e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-1.5000000000000002e-05,2.1184740967251755e-08,2.8437336488714026e-06,-6.046424683275454e-09,-1.2613664083270676e-08,8.179485696248194e-09,-3.4122508298629546e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-1.4000000000000001e-05,2.1922718679805393e-08,2.84496620594944e-06,-6.544383578213759e-09,-1.3772529489374275e-08,8.954421726040192e-09,-4.268640736881841e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-1.3000000000000001e-05,2.262377864146892e-08,2.846126251711885e-06,-7.008049346963783e-09,-1.4884533613472235e-08,9.675080339054247e-09,-5.285861026155703e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-1.2000000000000002e-05,2.3287920852242336e-08,2.8472137861587355e-06,-7.437421989525525e-09,-1.5949676455564554e-08,1.034146153529036e-08,-6.463911697684539e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-1.1000000000000001e-05,2.3915145312125615e-08,2.8482288092899926e-06,-7.83250150589899e-09,-1.696795801565124e-08,1.0953565314748543e-08,-7.802792751468353e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-1.0000000000000003e-05,2.450545202111876e-08,2.849171321105659e-06,-8.193287896084178e-09,-1.7939378293732286e-08,1.1511391677428784e-08,-9.302504187507147e-09
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-9.000000000000002e-06,2.4517949358953877e-08,2.849246937869249e-06,-8.197306232081218e-09,-1.8003837378950525e-08,1.156734691153069e-08,-1.0891492609869618e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-8.000000000000001e-06,2.32209467243142e-08,2.847445238062822e-06,-7.414477393106285e-09,-1.5983581249151815e-08,1.0544699398648181e-08,-1.2318435669519021e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-7.000000000000001e-06,2.1891800965408592e-08,2.845676949018679e-06,-6.609677647436922e-09,-1.3902087922095904e-08,9.516033350986539e-09,-1.3668693043051152e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-6.0000000000000035e-06,2.0530512082236963e-08,2.843942070736825e-06,-5.782906995073137e-09,-1.1759357397782805e-08,8.481348768545778e-09,-1.4942264730466047e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-5.000000000000003e-06,1.9137080074799296e-08,2.8422406032172556e-06,-4.934165436014919e-09,-9.555389676212488e-09,7.440645651325882e-09,-1.6139150731763676e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-4.000000000000002e-06,1.7711504943095636e-08,2.840572546459974e-06,-4.063452970262279e-09,-7.290184757384985e-09,6.3939239993268675e-09,-1.7259351046944047e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-3.0000000000000018e-06,1.625378668712601e-08,2.838937900464977e-06,-3.1707695978152114e-09,-4.963742641300283e-09,5.341183812548725e-09,-1.8302865676007154e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-2.000000000000001e-06,1.4763925306890451e-08,2.837336665232265e-06,-2.2561153186737206e-09,-2.5760633279583868e-09,4.282425090991456e-09,-1.9269694618953e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-1.0000000000000006e-06,1.3241920802388773e-08,2.83576884076184e-06,-1.3194901328378029e-09,-1.2714681735929044e-10,3.2176478346550648e-09,-2.0159837875781587e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,-3.3881317890172014e-21,1.1687773173611859e-08,2.8342344270535553e-06,-3.608940403070315e-10,2.3830068904980864e-09,2.146852043539049e-09,-2.0973295446492123e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,9.999999999999972e-07,1.3101660115473237e-08,2.8354362666637626e-06,2.4010924310566805e-10,5.156571018763599e-09,1.6700096184606815e-09,-1.8721395074132207e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,1.999999999999998e-06,1.4521522592517317e-08,2.8367689027096393e-06,8.49812701818071e-10,7.899231773282183e-09,1.1465459347925072e-09,-1.6620384155073233e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,2.9999999999999984e-06,1.594736060473609e-08,2.8382323351913052e-06,1.4682163358293772e-09,1.061098915405035e-08,5.76460992535354e-10,-1.4670262689318763e-08
500GHz,1,0.0,135.0,6.67916961028439e-20,6.636046824471356e-10,0.0,0.0045,3.999999999999999e-06,1.7379174152129707e-08,2.8398265641087575e-06,2.0953201451395854e-09,1.3291843161068077e-08,-4.0245208310785834e-11,-1.2871030676868789e-08
